company_name,company_address,company_phone_number,company_email_address,company_website
SARA ASSICURAZIONI SPA,"Via Po, 20 00198 ROMA Italie",00 39 06 84751,info@sara.it,www.sara.it
SAS DOMUS VIE QUOTIDIENNE,"90, avenue de Flandre 75019 PARIS France Ile-de-France Paris",01 53 26 25 25,domus@domus-services.fr,www.domus-services.fr
SAUVEGARDE (LA),"148, rue Anatole France             92300 LEVALLOIS-PERRET France Ile-de-France Hauts-de-Seine",01 49 64 40 40,https://www.covea.eu/nous-contacter/,https://www.covea.eu/
SCOR EUROPE SE,"5, avenue Kléber 75795 PARIS CEDEX 16 France Ile-de-France Paris",01 58 44 70 00,scor@scor.com,www.scor.com
SCOR SE,"5, avenue Kléber 75795 PARIS CEDEX 16 France Ile-de-France Paris",01 58 44 70 00,scor@scor.com,www.scor.com
SCOR UK COMPANY LIMITED,Asia House 31-33 Lime Street EC3M  7AA LONDON Grande-Bretagne,00 44 3207 8500,uk@scor.com,www.scor.com/en
SEAI,"24, rue Tabarly 62840 SAILLY-SUR-LA-LYS France Hauts-de-France Pas-de-Calais",06 36 83 27 38,contact@seai.eu,www.seai.eu
SEDDITA,"26, boulevard Haussmann 75009 PARIS France Ile-de-France Paris",01 40 22 06 67,info@seddita.com,www.seddita.com
SEREINA MUTUELLE,"Résidence Albania 99, rue de la République 13400 AUBAGNE France Provence - Alpes-Côte d'Azur Bouches-du-Rhône",04 42 70 32 46,contact@sereina-mutuelle.fr,www.sereina-mutuelle.fr
SERENIS ASSURANCES SA,"25, rue du Docteur Abel 26000 VALENCE France Auvergne - Rhône-Alpes Drôme",04 75 82 62 00,acmrp@acm.fr,www.acm.fr
SEYNA,"20 bis, rue Louis Philippe 92200 NEUILLY-SUR-SEINE France Ile-de-France Hauts-de-Seine",07 60 46 61 00,contact@seyna.eu,https://www.seyna.eu/
SFEP,"1, rue Rossini 75009 PARIS France Ile-de-France Paris",01 40 22 91 14,info@sfep-experts.com,www.sfep-experts.com
SGAM MAE,"62, rue Louis Bouilhet 76000 ROUEN France Normandie Seine-Maritime",02 32 83 67 00,https://www.mae.fr/nouscontacter,www.mae.fr
SGAM MATMUT,"66, rue de Sotteville 76100 ROUEN France Normandie Seine-Maritime",08 00 30 20 30,https://www.matmut.fr/app/MessagerieInternetRSP/PosezVosQuestions.mcp/Index,www.matmut.fr
SGAPS APICIL,"38, rue François Peissel 69300 CALUIRE-ET-CUIRE France Auvergne - Rhône-Alpes Rhône",04 72 27 72 72,philippe.hassel@apicil.com,www.groupe-apicil.com
SGAPS BTP,"7, rue du Regard 75294 PARIS CEDEX 06 France Ile-de-France Paris",01 49 54 40 00,support-digital@probtp.com,www.probtp.com
SGAPS IRCEM,"261, avenue des Nations Unies 59672 ROUBAIX CEDEX 1  Hauts-de-France Nord",03 20 45 57 00,info@ircem.com,www.ircem.com/www.ircem.eu
SHAM,"18, rue Edouard Rochet 69372 LYON CEDEX 08 France Auvergne - Rhône-Alpes Rhône",04 72 75 50 25,relationclient@sham.fr,www.sham.fr
SIGNAL IDUNA GROUP,"Joseph-Scherer-Strasse, 3 D-44139 DORTMUND Allemagne",00 49 231 135 7991,,Not specified
SINTIA,"26, boulevard Haussmann 75009 PARIS France Ile-de-France Paris",01 42 47 90 00,sintia-moad@sintia.fr,https://www.ffa-assurance.fr/la-federation/notre-environnement/le-gie-sintia
SIRIUSPOINT INTERNATIONAL INSURANCE CORPORATION (PUBL),"Birger Jarlsgatan, 57B S-11396 STOCKHOLM Suède",00 46 8 458 55 00,info@siriuspt.com,www.siriuspt.com
SMA,"8, rue Louis Armand 75738 PARIS CEDEX 15 France Ile-de-France Paris",01 40 59 70 00,communication@groupe-sma.fr,www.groupe-sma.fr
SMA SA,"8, rue Louis Armand 75738 PARIS CEDEX 15 France Ile-de-France Paris",01 40 59 70 00,communication@groupe-sma.fr,www.groupe-sma.fr
SMAB,"32, rue de la Préfecture 21000 DIJON France Bourgogne - Franche-Comté Côte-d'Or",03 80 30 80 00,contact@assursmab.com,www.assursmab.com
SMACL ASSURANCES,"141, avenue Salvador Allende 79031 NIORT CEDEX 9 France Nouvelle-Aquitaine Deux-Sèvres",05 49 32 56 56,contact@smacl.fr,www.smacl.fr
SMACL ASSURANCES SA,"141, avenue Salvador Allende 79031 NIORT CEDEX 9 France Nouvelle-Aquitaine Deux-Sèvres",05 49 32 56 56,contact@smacl.fr,www.smacl.fr
SMAMMM,"95, rue d’Amsterdam 75008 PARIS France Ile-de-France Paris",,,Not specified
SMATIS FRANCE,"6, rue du Piave 16920 ANGOULÊME CEDEX 9 France Nouvelle-Aquitaine Charente",09 77 40 04 00,contact@smatis.fr,www.smatis.fr
SMERRA - MUTUELLE ETUDIANTE,"43, rue Jaboulay 69349 LYON CEDEX 07 France",,,Not specified
SMI,"2, rue Laborde 75374 PARIS CEDEX 08 France Ile-de-France Paris",08 20 82 07 10,https://www.mutuelle-smi.com/nous-contacter/,www.mutuelle-smi.com
SN2A-CFTC,"34, quai de la Loire 75019 PARIS France Ile-de-France Paris",06 18 02 61 74,sn2a.cftc@orange.fr/sn2a.cftc@wanadoo.fr,www.sn2a-cftc.org
SNAPA CFE-CGC,"43, rue de Provence 75009 PARIS France Ile-de-France Paris",01 55 07 87 60,secretariat.snapa@cfecgc-assurance.com,www.cfecgc-assurance.com
SNCSA CFE-CGC,"43, rue de Provence 75009 PARIS France Ile-de-France Paris",01 42 81 58 51,sncafrance@gmail.com,www.sncsa.org
SNECAA CFE-CGC,"43, rue de Provence 75009 PARIS France Ile-de-France Paris",01 42 81 58 51,snecaa.federation@gmail..com,http://www.assurance-cfecgc.fr
SNIA CFE-CGC,"43, rue de Provence 75009 PARIS France Ile-de-France Paris",01 55 31 96 70,communication@snia.fr/administration@snia.fr,www.snia.fr
SNSA,"59, rue des Petits Champs 75001 PARIS France Ile-de-France Paris",01 42 44 44 88,contact@snsa.asso.fr,www.snsa.asso.fr
SO'LYON MUTUELLE,"28, rue Narcisse Bertholey 69600 OULLINS France Auvergne - Rhône-Alpes Rhône",04 27 19 02 19,https://www.solyon-mutuelle.fr/contact/,www.solyon-mutuelle.fr
SOCIETA CATTOLICA DI ASSICURAZIONE - SOCIETA COOPERATIVA,"Lungadige Cangrande, 16 37126 VERONA Italie",00 39 045 8391111,https://www.cattolica.it/numero-assistenza-h24,www.cattolica.it
SOCIETA REALE MUTUA DI ASSICURAZIONI,Via Corte d’Appello 11 10122 TORINO Italie,00 39 011 431 1111,buongiornoreale@realemutua.it,www.realemutua.it
SOCIETE DES ETUDIANTS MUTUALISTES,"28, rue Fortuny 75017 PARIS France",,,Not specified
SOCIETE MUTUALISTE GENERALE DE PREVOYANCE,"28, rue Fortuny 75017 PARIS France",,,Not specified
SOCIÉTE MUTUALISTE DE LA SEPR,"2528, route de Sorgues 84130 LE PONTET France Provence - Alpes-Côte d'Azur Vaucluse",04 90 32 70 96,mutuelle.sepr@wanadoo.fr,www.mutuelle-a-sepr.fr
SOCIÉTÉ CENTRALE PRÉVOIR - GROUPE PRÉVOIR,"19, rue d'Aumale 75306 PARIS CEDEX 09 France Ile-de-France Paris",01 53 20 30 40,contact@prevoir.com,https://www.prevoir.com/
SOCIÉTÉ DE PRÉVOYANCE MUTUALISTE DU PERSONNEL DE LA BANQUE DE FRANCE,"80-1655 39, rue des Petits Champs 75001 PARIS France Ile-de-France Paris",01 42 92 30 35,spm@banque-france.fr,www.spmbdf.fr
SOCIÉTÉ FRANCAISE DE PROTECTION JURIDIQUE,"132, rue des Trois Fontanot 92000 NANTERRE France Ile-de-France Hauts-de-Seine",01 41 43 76 00,https://www.groupama-pj.fr/nous-contacter/,https://www.groupama-pj.fr/
SOCIÉTÉ GENÉRALE ASSURANCES,"Tour D2 17 bis, place des Reflets 92919 PARIS-LA-DÉFENSE CEDEX France Ile-de-France Hauts-de-Seine",09 69 32 99 69,https://www.societegenerale.com/fr/contactez-nous,www.assurances.societegenerale.com
SOCIÉTÉ MUTUALISTE CHIRURGICALE ET COMPLÉMENTAIRE DU PERSONNEL DE LA BANQUE DE FRANCE,"2, avenue Pierre Mendès-France 77431 MARNE-LA-VALLÉE CEDEX 2 France Ile-de-France Seine-et-Marne",01 64 80 22 96,http://www.smccbdf.fr/se-connecter.html?usr=hors_bdf&t=1539937877,http://www.smccbdf.fr
"SOCIÉTÉ MUTUALISTE D'ENTREPRISE DES ÉTABLISSEMENTS KSB SA, BERRY FONDERI, NEUVY LMOTORS & ESPA",Allée Sagan 36004 CHATEAUROUX CEDEX France Centre - Val de Loire Indre,02 54 08 84 00,https://www.ksb.com/ksb-en/contactfinder/contactform-contactfinder/131684/,www.ksb.com
"SOCIÉTÉ MUTUALISTE DES AUTEURS, COMPOSITEURS ET ÉDITEURS DE MUSIQUE","225, avenue Charles de Gaulle 92200 NEUILLY-SUR-SEINE France Ile-de-France Hauts-de-Seine",01 47 15 47 15,https://www.sacem.fr/contact?langue=fr,www.sacem.fr
SOCIÉTÉ MUTUALISTE DES ÉTUDIANTS DE LA RÉGION  ANTILLES GUYANE,"35, rue Schelcher 97200 FORT-DE-France France",,,Not specified
SOCIÉTÉ MUTUALISTE DES ÉTUDIANTS DE LA RÉGION PARISIENNE,"28, rue Fortuny 75017 PARIS France Ile-de-France Paris",09 71 09 07 07,,www.smerep.fr
SOCIÉTÉ MUTUALISTE DU PERSONNEL ACTIF ET RETRAITÉ DE LA MARQUE,"ZAC Est de la Montane 7, allée des Ajoncs 19800 EYREIN France Nouvelle-Aquitaine Corrèze",05 55 20 34 17,mutuelle.marque@devopsys.fr,Not specified
SOCIÉTÉ MUTUALISTE DU PERSONNEL DU PERSONNEL DE LA SNECMA,Pôle d'activités de Villaroche Chemin de Viercy 77550 LIMOGES-FOURCHES France Ile-de-France Seine-et-Marne,09 69 39 08 90,accueil@mutuelle-smps.fr,www.mutuelle-smps.fr
SOCIÉTÉ MUTUALISTE DU SALÈVE,"33, chemin du Pérouzet 74160 COLLONGES-SOUS-SALÈVE France Auvergne - Rhône-Alpes Haute-Savoie",04 50 87 68 48,,Not specified
SOCIÉTÉ MUTUALISTE INTER-ENTREPRISES DES ORGANISMES SOCIAUX EN BRETAGNE,"67, rue Anita Conti 56000 VANNES France Bretagne Morbihan",02 97 01 49 38,contact@mutuellesmie.com,www.mutuellesmie.com
SOCIÉTÉ MUTUALISTE INTER-ENTREPRISES DU PERSONNEL DES ORGANISMES SOCIAUX  DU LOT,"238, rue Hauteserre 46015 CAHORS",,,Not specified
SOCIÉTÉ MUTUALISTE LA FRATERNELLE,"2, rue de la Renaissance 49270 ORÉE-D'ANJOU France Pays-de-la-Loire Maine-et-Loire",02 40 98 74 49,mutuelle@lafraternelle.org,www.lafraternelle.org
SOCIÉTÉ MUTUALISTE MUTACOP,"44/48, avenue du Général de Gaulle 92240 LHAY-LES-ROSES",,,Not specified
SOCIÉTÉ MUTUELLE D’ASSURANCE DU BÂTIMENT ET DES TRAVAUX PUBLICS,"8, rue Louis Armand 75738 PARIS CEDEX 15 France Ile-de-France Paris",01 40 59 70 00,communication@groupe-sma.fr,www.groupe-sma.fr
SOCIÉTÉ MUTUELLE D’ASSURANCE SUR LA VIE DU BÂTIMENT ET DES TRAVAUX PUBLICS,"8, rue Louis Armand 75738 PARIS CEDEX 15 France Ile-de-France Paris",01 40 59 70 00,communication@groupe-sma.fr,www.groupe-sma.fr
SOCIÉTÉ SUISSE CONTRE LA GRÊLE,"8D, Rue Jeanne Barret 21066 DIJON CEDEX France Bourgogne - Franche-Comté",03 80 60 07 70,https://suissegrele.com/contact/,https://suissegrele.com/
SOGELIFE,"11, avenue Emile Reuter L-2420 LUXEMBOURG Luxembourg",00 352 24 13 73 1,src.sogelife@socgen.com,www.sogelife.com
SOGESSUR,"Tour D2 17 bis, place des Reflets 92919 PARIS-LA-DÉFENSE 2 France Ile-de-France Hauts-de-Seine",09 69 32 99 69,https://www.societegenerale.com/fr/contactez-nous,www.assurances.societegenerale.com
SOGÉCAP,"Tour D2 17 bis, place des Reflets 92919 PARIS-LA-DÉFENSE CEDEX France Ile-de-France Hauts-de-Seine",09 69 32 99 69,https://www.societegenerale.com/fr/contactez-nous,www.assurances.societegenerale.com
SOLIMUT MUTUELLE DE FRANCE,"47, rue Maurice Flandrin 69003 LYON France Auvergne - Rhône-Alpes Rhône",,,Not specified
SOLIMUT MUTUELLE DU LACYDON,"Maison de la Mutualité 1, rue François Moisson 13002 MARSEILLE France Provence - Alpes-Côte d'Azur Bouches-du-Rhône",04 91 13 87 00,contact@mutuelledulacydon.fr,www.mutuelledulacydon.fr
SOLIMUT MUTUELLE PERSONNELS ORGANISMES SOCIAUX,"146A, avenue de Toulon 13010 MARSEILLE France Provence - Alpes-Côte d'Azur Bouches-du-Rhône",,,Not specified
SOLUCIA PROTECTION JURIDIQUE,"11, avenue de France 75634 PARIS CEDEX 13 France Ile-de-France Paris",01 44 87 54 00,contact@soluciapj.fr,www.soluciapj.fr
SOMPO JAPAN NIPPONKOA INSURANCE COMPANY OF EUROPE LIMITED,Avenue Louise 1050 B-1050 BRUXELLES Belgique,00 32 2 644 97 69,https://sompo-intl.com/contacts,https://sompo-intl.com
SORUAL,"7, place des Halles 67000 STRASBOURG France Grand-Est Bas-Rhin",03 88 15 22 50,accueil@sorual.fr,www.sorual.fr
SPHÉRIA VIE,"23, boulevard Jean Jaurès 45004 ORLÉANS CEDEX 1 France Centre - Val de Loire Loiret",02 45 48 81 04,direction.developpement@spheriavie.fr,www.spheria-vie.fr
SPIRICA,"16/18, boulevard de Vaugirard 75015 PARIS France Ile-de-France Paris",01 70 98 86 00,contact@spirica.fr,www.spirica.fr
SRA,"1, rue Jules Lefebvre 750431 PARIS CEDEX 09 France Ile-de-France Paris",01 53 21 51 30,sra@sra.asso.fr,www.sra.asso.fr
SURAVENIR,"232, rue Général Paulet          29802 BREST CEDEX 9 France Bretagne Finistère",02 98 34 65 00,https://www.suravenir.fr/contact/,www.suravenir.fr
SURAVENIR ASSURANCES,"2, rue Vasco de Gama 44931 NANTES CEDEX 09 France Pays-de-la-Loire Loire-Atlantique",02 28 09 86 00,amelie.seraidarian@suravenir-assurances.fr,www.suravenir-assurances.fr
SWISS LIFE (LIECHTENSTEIN) AG,Industriestrasse 56 FL-9491 RUGGELL Liechstentein,00 423 377 70 00,info@swisslife.com,www.swisslife-global.com
SWISS LIFE (LUXEMBOURG) SA,"Vertigo Naos Building 6, rue Eugène Ruppert L-2453 LUXEMBOURG Luxembourg",00 352 42 39 59 1,info@swisslife.com,www.swisslife-global.com
SWISS LIFE France,"7, rue Belgrand 92300 LEVALLOIS-PERRET France Ile-de-France Hauts-de-Seine",01 46 17 38 38,https://www.swisslife.fr/#contact,www.swisslife.fr
SWISS RE CORPORATE SOLUTIONS,"Mythenquai, 50/60 CH-8022 ZURICH Suisse",00 41 43 285 2121,https://www.swissre.com/swissre.html,https://corporatesolutions.swissre.com/
SWISSLIFE ASSURANCE ET PATRIMOINE,"7, rue Belgrand 92300 LEVALLOIS-PERRET France Ile-de-France Hauts-de-Seine",01 46 17 38 38,https://www.swisslife.fr/#contact,www.swisslife.fr
SWISSLIFE ASSURANCES DE BIENS,"7, rue Belgrand 92300 LEVALLOIS-PERRET France Ile-de-France Hauts-de-Seine",01 46 17 38 38,https://www.swisslife.fr/#contact,www.swisslife.fr
SWISSLIFE PRÉVOYANCE ET SANTÉ,"7, rue Belgrand 92300 LEVALLOIS-PERRET France Ile-de-France Hauts-de-Seine",01 46 17 38 38,https://www.swisslife.fr/#contact,www.swisslife.fr
SYCRA,"60, avenue Jean Mermoz 69384 LYON CEDEX 08 France Auvergne - Rhône-Alpes Rhône",04 78 77 35 68,contact@sycra.fr,www.sycra.org/www.sycra.fr
SYNPA-FO,"54, rue d’Hauteville 75010 PARIS France Ile-de-France Paris",01 48 01 91 91,https://www.force-ouvriere.fr/contacts,www.synpafo.org
TERRITORIA MUTUELLE,"56, rue de Gabiel 79185 CHAURAY CEDEX France Nouvelle-Aquitaine Deux-Sèvres",05 49 33 76 51,demain@territoria-mutuelle.fr,www.territoria-mutuelle.fr
THEMIS SA,Rue Jacques Vandier 79000 NIORT France,,,Not specified
THÉLEM ASSURANCES,Le Croc  45431 CHÉCY CEDEX France Centre - Val de Loire Loiret,02 38 78 71 00,https://www.thelem-assurances.fr/contact,https://www.thelem-assurances.fr/
THÉLEM PRÉVOYANCE,Le Croc  45430 CHÉCY France Centre - Val de Loire Loiret,02 38 78 71 00,https://www.thelem-assurances.fr/contact,https://www.thelem-assurances.fr/
TOKIO MARINE & NICHIDO FIRE INSURANCE CO. LTD,"2-1, Marunouchi 1 chome  CHIYODA-KU - TOKIO Japon",,,Not specified
TOKIO MARINE EUROPE S.A.,"26, avenue de la Liberté L-1930 LUXEMBOURG Luxembourg",00 352 2786 8300,,Not specified
TT CLUB,90 Fenchurch Street EC3M 4ST LONDON Grande-Bretagne,00 44 20 7204 2626,marketing@ttclub.com,www.ttclub.com
TUTÉLAIRE,"45, rue Eugène Oudiné 75013 PARIS France Ile-de-France Paris",09 69 39 83 99,Développement : valérie.langlois@tutelaire.fr/Presse valerie.langlois@tutelaire.fr,www.tutelaire.fr/www.wikidependance.fr
UDAP CFE-CGC,"43, rue de Provence 75009 PARIS France Ile-de-France Paris",01 42 81 58 51,contact@udap.fr,http://www.udap.fr
UGO,"26, rue Fortuny 75017 PARIS France Ile-de-France Paris",01 58 64 41 03,contact@groupe-ugo.fr,www.groupe-ugo.fr
UJARF,"Chez ZURICH 112, avenue de Wagram 75808 PARIS CEDEX 17 France Ile-de-France Paris",01 43 18 75 00,https://www.ujarf.com/contact/,www.ujarf.com
UMEN,"5, rue Palestro 75002 PARIS France Ile-de-France Paris",,,Not specified
UMG AÉSIO MACIF,"4, rue du Général Foy 75008 PARIS France Ile-de-France Paris",01 56 03 13 62,presse@macif.fr,https://www.aesio.fr/https://www.macif.fr/
UMG ENTIS MUTUELLES,"39, rue du Jourdil 74991 ANNECY CEDEX 9 France Auvergne - Rhône-Alpes Haute-Savoie",09 69 39 96 96,mutuelles-de-France@mutuelles-entis.fr,www.groupeentismutuelles.fr
UMGP,"28, rue Fortuny 75017 PARIS France Ile-de-France Paris",09 72 09 07 07,https://www.umgp.fr/contact,www.umgp.fr
UNION DES MUTUELLES ASSURANCES MONCEAU,"36/38, rue de Saint-Pétersbourg 75008 PARIS France Ile-de-France Paris",01 49 95 79 79,https://www.monceauassurances.com/formulaire-de-contact,www.monceauassurances.com
UNION KRANKENVERSICHERUNG AG,"Peter-Zimmer-Strasse, 2 D-66123 SAARBRÜCKEN Allemagne",00 49 681 844 70 00,service@ukv.de,www.ukv.de
UNION MUTUALISTE DE GROUPE MUTUALIA,"Immeuble Luminem 19, rue de Paris 93013 BOBIGNY CEDEX France Ile-de-France Seine-Saint-Denis",01 41 63 76 33,com@mutualia.fr,www.mutualia.fr
UNION MUTUALISTE RETRAITE,"12, rue de Cornulier 44032 NANTES CEDEX 01 France Pays-de-la-Loire Loire-Atlantique",02 28 44 46 00,servicerelationadherent@umr.fr,https://umr-retraite.fr/
UNION MUTUALITE SOLIDARITÉ,"58, boulevard Hubert Delisle 97457 SAINT-PIERRE-DE-LA-RÉUNION CEDEX France La Réunion",02 62 25 80 80,contact@ums.re,www.ums.re
UNIPOLSAI ASSICURAZIONI SPA,"Via Stalingrado, 45 40128 BOLOGNA Italie",00 39 051 5077111,unipolsaiassicurazioni@pec.unipol.it,www.unipolsai.com
UNIPRÉVOYANCE,"10, rue Massue 94300 VINCENNES France Ile-de-France Val-de-Marne",01 58 64 41 00,contact@uniprevoyance.fr,www.uniprevoyance.fr
UNIQA INSURANCE GROUP AG,"Untere Donaustrasse, 21 A-1029 WIEN Autriche",00 43 50677 670,info@uniqa.at,www.uniqagroup.com
UNIRÉ ASSURANCES,"40, rue de la Croix des Hormes 69250 MONTANAY France Auvergne - Rhône-Alpes Ain",04 72 98 21 90,laurent.borderie@unire-assurance.fr,www.unire-assurance.fr
UNITÉ FRATERNELLE DES RÉGIONS,Cité Lacroix  97231 LE ROBERT France Martinique,08 10 12 01 21,https://www.groupe-ufr.fr/contactez-ufr,https://www.groupe-ufr.fr/la-mutuelle-ufr
UNIVERSITÉ DE MONTPELLIER - MASTER II DROIT DES ASSURANCES,"Master II Droit des Assurances (DAM), Faculté de Droit et de Science Politique de Montpellier, Centre du Droit de l’Entreprise 39, rue de l’Université 34060 MONTPELLIER CEDEX 2 France Occitanie Hérault",04 34 43 30 32,,https://www.cde-montpellier.com/formation-droit/master-pro-droit-des-assurances/
UNIVERSITÉ PARIS-DAUPHINE,"Ecole Dauphine Assurance, Université Paris-Dauphine - Service Formation Continue (DEP) - Campus La Défense Place du Maréchal de Lattre de Tassigny 75016 PARIS France Ile-de-France Paris",01 41 16 76 45,isabelle.pasquet@dauphine.psl.eu,"http://www.dauphine.fr/fileadmin/mediatheque/Communication/plaquettes/ecole_dauphine_assurance_
plaquette.pdf"
UNMI,"50, avenue Daumesnil 75012 PARIS France Ile-de-France Paris",01 40 15 39 45,contact@unmi.eu,www.unmi.eu
UNMI'MUT,"50, avenue Daumesnil 75012 PARIS France Ile-de-France Paris",01 40 15 39 45,https://www.unmi.eu/contact_faq,https://www.unmi.eu/
UNOFI-ASSURANCES,"2, rue Montesquieu 75039 PARIS CEDEX France Ile-de-France Paris",01 44 09 38 70,unofi@@unofi.fr,www.unofi.fr
UPEMEIC,"78, rue Velpeau 92160 ANTONY France Ile-de-France Hauts-de-Seine",07 87 73 07 58,contact@upemeic.fr,"https://upemeic.com/
"
UR2S,"39, rue du Jourdil 744991 ANNECY CEDEX 9 France Auvergne - Rhône-Alpes Haute-Savoie",04 50 57 99 96,mutuelles-de-France@mutuelles-entis.fr,www.groupeentismutuelles.fr
USAA LIMITED,10 St Mary Axe EC3A 8AE LONDON Grande-Bretagne,00 44 20 7655 1800,https://www.usaa.com/inet/pages/ContactUsMain?wa_ref=pub_subglobal_footerUtility_footerDefaultPublic_CONTACTUS,www.usaa.com
UTMOST PANEUROPE DAC,Navan Business Park - Athlumney C15 CCW8 NAVAN-CO-MEATH Irlande,00 353 46 909 9700,enquiries@utmost.ie,www.utmostinternational.com
UZBEKINVEST INTERNATIONAL INSURANCE COMPANY LIMITED,The AIG Building 58 Fenchurch Street EC3M 4AB LONDON Grande-Bretagne,00 44 20 7954 8397,uzbekistan.london@aig.com,www.uiic.co.uk
VEOLIA ENVIRONNEMENT SERVICES RE,"21, rue La Boétie 75008 PARIS France Ile-de-France Paris",01 85 57 70 00,https://www.veolia.com/fr/contactez-nous-corp#no-back,https://www.veolia.com/fr
VHV ALLGEMEINE VERSICHERUNG AG,"VHV-Platz, 1 D-30177 HANOVRE Allemagne",00 49 511 907 0,info@vhv.de,www.vhv.de
VIASANTÉ MUTUELLE,"14/16, boulevard Malesherbes 75008 PARIS France Ile-de-France Paris",09 69 39 30 00,https://www.viasante.fr/contact/,www.viasante.fr/www.ag2rlamondiale.fr
VIENNA INSURANCE GROUP AG WIENER VERSICHERUNG GRUPPE,"Schottenring, 30 A-1010 WIEN Autriche",00 43 50 390 22000,info@vig.com,www.vig.com
VITIS LIFE SA,"52, boulevard Marcel Cahen L-1311 LUXEMBOURG Luxembourg",,,Not specified
VOTRASSO,"33, rue de la République 69002 LYON France Auvergne - Rhône-Alpes Rhône",06 87 01 25 38,info@votrasso.org,https://votrasso.org/
WAKAM,"120/122, rue Réaumur 75832 PARIS CEDEX 02 France Ile-de-France Paris",01 73 00 36 06,https://www.wakam.com/prise-de-rendez-vous/,https://www.wakam.com/
WEALINS SA,"12, boulevard Léon Laval L-3372 LEUDELANGE Luxembourg",00 352 437 43 5200,info@wealins.com,www.wealins.com
WORLDLINE RE,"River Ouest 80, quai Voltaire 95870 BEZONS France Ile-de-France Val-d'Oise",01 34 34 95 95,https://fr.worldline.com/fr/home/contactez-nous/formulaire-de-contact.html,https://fr.worldline.com/fr/home.html
ZAVAROVALNICA TRIGLAV D.D.,Miklosiceva Cesta 19 1000 LJUBLJANA Slovénie,00 386 1 474 72 00,info@triglav.si/pr@triglav.si,www.triglav.eu
ZURICH INSURANCE GROUP,Mythenquai 2 8002 ZURICH Suisse,00 41 44 625 25 25,https://www.zurich.com/en/about-us/contact-us,www.zurich.com
